stratum,access_class,doi,work_id,year,venue,detail,title
descriptive_residual,closed,10.1111/j.1728-4457.2002.00641.x,W2006490730,2002,Population and Development Review,closed,The Emergence of Lowest‐Low Fertility in Europe During the 1990s
descriptive_residual,closed,10.1023/a:1021125800070,W245034627,2002,European Journal of Population / Revue européenne de Démographie,closed,From the First to the Second Demographic Transition: An Interpretation of the Spatial Continuity of Demographic Innovati
descriptive_residual,closed,10.1080/10810730290001774,W2069809762,2002,Journal of Health Communication,closed,Indirect Exposure to a Family Planning Mass Media Campaign in Nepal
descriptive_residual,closed,10.1177/08912430222104903,W2083045112,2002,Gender & Society,closed,Men's Talk About “Women's Matters”
descriptive_residual,closed,10.1353/dem.2002.0014,W2024993879,2002,Demography,closed,Spatial variation in contraceptive use in Bangladesh: Looking Beyond the borders
descriptive_residual,closed,10.1353/sof.2002.0030,W2141955160,2002,Social Forces,closed,The Short- and Long-Term Effects of U.S. Migration Experience on Mexican Women's Fertility
descriptive_residual,closed,10.1086/320818,W2156908278,2001,American Journal of Sociology,closed,"Social Change, the Social Organization of Families, and Fertility Limitation"
descriptive_residual,closed,10.1111/j.1728-4465.2001.00025.x,W2064581138,2001,Studies in Family Planning,closed,Is Fertility Declining in Benin?
descriptive_residual,closed,10.2307/2673799,W1977169376,2001,International Family Planning Perspectives,closed,"Kinship Networks and Contraceptive Choice in Nang Rong, Thailand"
descriptive_residual,closed,10.1080/00324720127691,W2000205321,2001,Population Studies,closed,"Religion, social milieu, and the contraceptive revolution"
descriptive_residual,closed,10.1111/j.1728-4457.2000.00725.x,W2002792116,2000,Population and Development Review,closed,"Local and Foreign Models of Reproduction in Nyanza Province, Kenya"
descriptive_residual,closed,10.1080/713779084,W2077709300,2000,Population Studies,closed,Social interactions and fluctuations in birth rates
descriptive_residual,closed,10.1111/j.1728-4457.2000.00761.x,W2079466008,2000,Population and Development Review,closed,"Conditioning Factors for Fertility Decline in Bengal: History, Language Identity, and Openness to Innovations"
descriptive_residual,closed,10.1068/a3286,W2010188480,2000,Environment and Planning A Economy and Space,closed,"Spatial Variability in Fertility in Menoufia, Egypt, Assessed through the Application of Remote-Sensing and GIS Technolo"
descriptive_residual,closed,10.1111/j.1728-4457.1999.00703.x,W1588497975,1999,Population and Development Review,closed,The Persistence of Outmoded Contraceptive Regimes: The Cases of Mexico and Brazil
descriptive_residual,closed,10.2307/2991959,W2080512131,1999,International Family Planning Perspectives,closed,"The Relationship of Social Affiliation and Interpersonal Discussion to Family Planning Knowledge, Attitudes and Practice"
descriptive_residual,closed,10.3917/popu.p1998.10n1.0204,W2337896076,1998,Population,closed,Evidence for a spatial diffusion of contraception at the onset of the fertility transition in victorian Britain
descriptive_residual,closed,10.1111/j.1541-0064.1998.tb01563.x,W2056224674,1998,Canadian Geographies / Géographies canadiennes,closed,GEOGRAPHICAL PATTERNS OF FERTILITY DECLINE IN GUANGDONG: CHINA'S POPULATION POLICY THROUGH THE CENSUSES OF 1982 AND 1990
descriptive_residual,closed,10.1111/j.0435-3684.1998.00040.x,W1989183130,1998,Geografiska Annaler Series B Human Geography,closed,Patterns of fertility change in ghana: a time and space perspective
descriptive_residual,closed,10.2307/3038290,W2019533188,1997,Demography,closed,Learning in social networks and contraceptive choice
descriptive_residual,closed,10.2307/2137860,W2032866820,1997,Studies in Family Planning,closed,"The Buzz Outside the Clinics: Conversations and Contraception in Nyanza Province, Kenya"
descriptive_residual,closed,10.2307/2137716,W2082314900,1996,Population and Development Review,closed,"Women, Work, and Children: Behavioral and Attitudinal Change in the United States"
descriptive_residual,closed,10.2307/2138046,W2011828439,1995,Studies in Family Planning,closed,Diffusion of the Culture of Contraception: Program Effects on Young Women in Rural Bangladesh
descriptive_residual,closed,10.2307/2096388,W2010006600,1995,American Sociological Review,closed,"The Spatial Diffusion of Fertility: A Cross-Sectional Analysis of Counties in the American South, 1940"
descriptive_residual,closed,10.1177/089124395009004005,W2166377928,1995,Gender & Society,closed,WOMEN'S GOSSIP AND SOCIAL CHANGE
descriptive_residual,closed,10.2307/2061795,W2008821319,1994,Demography,closed,The Persistence of High Fertility in the American South on the Eve of the Baby Boom
descriptive_residual,closed,10.1080/0032472031000147246,W2023283417,1993,Population Studies,closed,The Diffusion of Fertility Control in Taiwan: Evidence from Pooled Cross-Section Time-Series Models
descriptive_residual,closed,10.5860/choice.28-5961,W2136974190,1991,Choice Reviews Online,closed,"From provinces into nations: demographic integration in Western Europe, 1870-1960"
descriptive_residual,closed,10.2307/1971590,W1988907119,1990,Population and Development Review,closed,"From Local to National Communities: The Transformation of Demographic Regimes in Western Europe, 1870-1960"
descriptive_residual,closed,10.2307/1972532,W2333733356,1990,Population and Development Review,closed,The Emerging Demographic Transitions of Southeast Asia
descriptive_residual,closed,10.2307/1973580,W1970655532,1988,Population and Development Review,closed,Thailand's Reproductive Revolution: Rapid Fertility Decline in a Third-World Setting.
descriptive_residual,closed,10.1177/036319908701200105,W2076364701,1987,Journal of Family History,closed,"""Early"" Fertility Decline in America: a Problem in Family History"
descriptive_residual,closed,10.2307/1972119,W2062093847,1987,Population and Development Review,closed,The Emergence of a Two-Child Norm among American Birth-Controllers
descriptive_residual,closed,10.1080/19485565.1984.9988569,W2001473507,1984,Biodemography and Social Biology,closed,Adoption of fertility limitation in an American frontier population: An analysis and simulation of socio‐religious subgr
descriptive_residual,closed,10.1080/00324728.1977.10412759,W1985163593,1977,Population Studies,closed,The Malthusian League and the resistance to birth control propaganda in late Victorian Britain
descriptive_residual,closed,10.2307/1964787,W2015609658,1974,Studies in Family Planning,closed,A Mathematical Model for Determining Effectiveness of Family Planning Clinics
